id,issn,citescore,rank5,rank10
53e9a4a3b7602d9702dc6b0c,13674811,7.84,0,0
53e9a4aab7602d9702dc79d4,13674811,7.84,0,0
53e9a4aab7602d9702dc9a2f,02776715,1.99,0,1
53e9a4aab7602d9702dca355,00905364,2.97,0,0
53e9a4aab7602d9702dca36f,13674811,7.84,0,0
53e9a4aab7602d9702dca488,14654644,1.69,0,1
53e9a4aab7602d9702dcb1d1,13674811,7.84,0,0
53e9a4abb7602d9702dcc467,03032647,1.61,1,2
53e9a4abb7602d9702dcc79e,02776715,1.99,0,1
53e9a4abb7602d9702dcd658,13674811,7.84,0,0
53e9a4b1b7602d9702dceb56,03032647,1.61,1,2
53e9a4b2b7602d9702dd1c4c,13674811,7.84,0,0
53e9a4b2b7602d9702dd1f34,02776715,1.99,0,1
53e9a4b2b7602d9702dd27d0,19348045,0.36,4,8
53e9a4b2b7602d9702dd36d9,03032647,1.61,1,2
53e9a4b2b7602d9702dd38e6,17518121,1.74,0,1
53e9a4b2b7602d9702dd46c0,02776715,1.99,0,1
53e9a4b2b7602d9702dd484d,13674803,7.84,0,0
53e9a4b2b7602d9702dd52b0,13674803,7.84,0,0
53e9a4b8b7602d9702dd7853,10543406,0.77,2,5
53e9a4b8b7602d9702dd867f,13674811,7.84,0,0
53e9a4b8b7602d9702dd973a,13674803,7.84,0,0
53e9a4b8b7602d9702dd991b,14322064,1.91,0,1
53e9a4b8b7602d9702dda91e,13674803,7.84,0,0
53e9a4b8b7602d9702ddaa83,10970258,1.99,0,1
53e9a4b9b7602d9702ddac84,13674811,7.84,0,0
53e9a4b9b7602d9702ddb68d,0006341X,1.5,1,2
53e9a4b9b7602d9702ddc2c4,03032647,1.61,1,2
53e9a4b9b7602d9702ddc69b,1613981X,0.68,3,6
53e9a4b9b7602d9702ddca7c,13674811,7.84,0,0
53e9a4bfb7602d9702ddceae,13674811,7.84,0,0
53e9a4bfb7602d9702dddfac,13674811,7.84,0,0
53e9a4bfb7602d9702dde643,13528505,0.77,2,5
53e9a4c0b7602d9702ddf2f6,15372693,1.06,1,3
53e9a4c0b7602d9702ddf90f,13674811,7.84,0,0
53e9a4c0b7602d9702de029b,13674811,7.84,0,0
53e9a4c0b7602d9702de0422,13674811,7.84,0,0
53e9a4c0b7602d9702de1fca,13674803,7.84,0,0
53e9a4c0b7602d9702de3cfe,18770541,0.88,2,4
53e9a4c7b7602d9702de4f08,1556181X,1.2,1,3
53e9a4c7b7602d9702de58de,13674811,7.84,0,0
53e9a4c7b7602d9702de63a9,13674811,7.84,0,0
53e9a4c7b7602d9702de7d8c,00255564,1.58,1,2
53e9a4c7b7602d9702de8b41,02776715,1.99,0,1
53e9a4c8b7602d9702deae9e,13674811,7.84,0,0
53e9a4c8b7602d9702deb336,13674803,7.84,0,0
53e9a4ceb7602d9702decfca,03032647,1.61,1,2
53e9a4cfb7602d9702ded704,15329356,0.67,3,6
53e9a4cfb7602d9702ded8c6,13674811,7.84,0,0
53e9a4cfb7602d9702deec16,13674803,7.84,0,0
53e9a4cfb7602d9702deed59,0006341X,1.5,1,2
53e9a4cfb7602d9702def21c,13674811,7.84,0,0
53e9a4cfb7602d9702df054c,13674811,7.84,0,0
53e9a4cfb7602d9702df0698,14684357,1.69,0,1
53e9a4cfb7602d9702df0e64,01621459,2.16,0,0
53e9a4cfb7602d9702df11ef,00255564,1.58,1,2
53e9a4cfb7602d9702df1903,00225193,1.93,0,1
53e9a4cfb7602d9702df28e4,13674811,7.84,0,0
53e9a4cfb7602d9702df2ba7,00255564,1.58,1,2
53e9a4d6b7602d9702df2da0,0006341X,1.5,1,2
53e9a4d6b7602d9702df34a2,13674811,7.84,0,0
53e9a4d6b7602d9702df3aed,13674803,7.84,0,0
53e9a4d6b7602d9702df53a5,10970258,1.99,0,1
53e9a4d6b7602d9702df58e0,13674811,7.84,0,0
53e9a4d6b7602d9702df5ce6,13674803,7.84,0,0
53e9a4d6b7602d9702df5dce,03032647,1.61,1,2
53e9a4d6b7602d9702df6317,10958541,1.93,0,1
53e9a4d7b7602d9702df89f1,13674811,7.84,0,0
53e9a4d7b7602d9702df960e,13674811,7.84,0,0
53e9a4d7b7602d9702df9de8,15410420,1.5,1,2
53e9a4dcb7602d9702dfaa53,01677152,0.64,3,6
53e9a4dcb7602d9702dfb107,10958541,1.93,0,1
53e9a4dcb7602d9702dfb712,13674811,7.84,0,0
53e9a4dcb7602d9702dfba33,13674803,7.84,0,0
53e9a4dcb7602d9702dfbc00,13674811,7.84,0,0
53e9a4ddb7602d9702dfcefb,03032647,1.61,1,2
53e9a4ddb7602d9702dffbe9,13674803,7.84,0,0
53e9a4ddb7602d9702dffe55,1613981X,0.68,3,6
53e9a4ddb7602d9702dfffb7,13674811,7.84,0,0
53e9a4e4b7602d9702e02886,13674811,7.84,0,0
53e9a4e4b7602d9702e06f16,00225193,1.93,0,1
53e9a4e4b7602d9702e07271,0006341X,1.5,1,2
53e9a4e4b7602d9702e07629,13674811,7.84,0,0
53e9a4e4b7602d9702e07724,18638279,1.02,2,4
53e9a4e5b7602d9702e07d79,15205711,0.77,2,5
53e9a4e5b7602d9702e07f15,02776715,1.99,0,1
53e9a4ebb7602d9702e0971b,15446115,0.86,2,5
53e9a4ebb7602d9702e0bb99,00255564,1.58,1,2
53e9a4ebb7602d9702e0c47b,14321270,0.49,3,7
53e9a4ecb7602d9702e0ec69,00225193,1.93,0,1
53e9a4ecb7602d9702e0f193,10970258,1.99,0,1
53e9a4f2b7602d9702e11a4e,13674803,7.84,0,0
53e9a4f2b7602d9702e11c45,13674811,7.84,0,0
53e9a4f3b7602d9702e13bf5,13674811,7.84,0,0
53e9a4f3b7602d9702e158c1,0006341X,1.5,1,2
53e9a4f3b7602d9702e174f4,13674811,7.84,0,0
53e9a4fab7602d9702e179a6,14322064,1.91,0,1
53e9a4fab7602d9702e17c31,13674803,7.84,0,0
53e9a4fab7602d9702e1a91f,00225193,1.93,0,1
53e9a4fab7602d9702e1aab7,19326157,1.81,0,1
53e9a4fab7602d9702e1b110,00225193,1.93,0,1
53e9a4fab7602d9702e1d7e9,13674803,7.84,0,0
53e9a4fab7602d9702e1db95,13674803,7.84,0,0
53e9a500b7602d9702e1edaf,13674811,7.84,0,0
53e9a500b7602d9702e1f491,0006341X,1.5,1,2
53e9a500b7602d9702e201e6,14322064,1.91,0,1
53e9a501b7602d9702e2087c,13674811,7.84,0,0
53e9a501b7602d9702e20906,02776715,1.99,0,1
53e9a501b7602d9702e2317e,13674811,7.84,0,0
53e9a501b7602d9702e2363f,13674803,7.84,0,0
53e9a501b7602d9702e2403d,13674803,7.84,0,0
53e9a501b7602d9702e2462c,13674811,7.84,0,0
53e9a501b7602d9702e24ef8,13674811,7.84,0,0
53e9a501b7602d9702e25539,13674803,7.84,0,0
53e9a508b7602d9702e2686f,02776715,1.99,0,1
53e9a508b7602d9702e27554,1435926X,0.84,2,5
53e9a508b7602d9702e2825e,02460203,1.13,1,3
53e9a508b7602d9702e2a179,03032647,1.61,1,2
53e9a508b7602d9702e2a1e2,13674803,7.84,0,0
53e9a508b7602d9702e2b278,15205711,0.77,2,5
53e9a509b7602d9702e2c362,15737845,1.07,1,3
53e9a509b7602d9702e2c535,01621459,2.16,0,0
53e9a509b7602d9702e2c778,02776715,1.99,0,1
53e9a509b7602d9702e2d225,13674803,7.84,0,0
53e9a50eb7602d9702e2eed0,13674803,7.84,0,0
53e9a50eb7602d9702e2ffcb,13674811,7.84,0,0
53e9a50fb7602d9702e30994,0006341X,1.5,1,2
53e9a50fb7602d9702e31a13,13674803,7.84,0,0
53e9a50fb7602d9702e32591,13674811,7.84,0,0
53e9a50fb7602d9702e32c01,14322064,1.91,0,1
53e9a50fb7602d9702e32eca,00225193,1.93,0,1
53e9a515b7602d9702e3551b,02776715,1.99,0,1
53e9a515b7602d9702e3578d,13674811,7.84,0,0
53e9a515b7602d9702e35dcd,10543406,0.77,2,5
53e9a515b7602d9702e365cd,13674803,7.84,0,0
53e9a515b7602d9702e371ce,10970258,1.99,0,1
53e9a515b7602d9702e37aa6,13674803,7.84,0,0
53e9a515b7602d9702e39ebf,13674811,7.84,0,0
53e9a515b7602d9702e3a535,13674811,7.84,0,0
53e9a51cb7602d9702e3ca4f,13674811,7.84,0,0
53e9a51db7602d9702e3d565,00255564,1.58,1,2
53e9a51db7602d9702e4054d,03032647,1.61,1,2
53e9a524b7602d9702e43ef3,02776715,1.99,0,1
53e9a524b7602d9702e44178,15410420,1.5,1,2
53e9a524b7602d9702e45546,00255564,1.58,1,2
53e9a524b7602d9702e45822,03032647,1.61,1,2
53e9a524b7602d9702e45ef1,02776715,1.99,0,1
53e9a525b7602d9702e46fb1,13674811,7.84,0,0
53e9a525b7602d9702e47a8d,15733009,0.77,2,5
53e9a525b7602d9702e47d1f,13674803,7.84,0,0
53e9a525b7602d9702e49e8b,13674811,7.84,0,0
53e9a525b7602d9702e4a981,10958541,1.93,0,1
53e9a52bb7602d9702e4ad7e,02776715,1.99,0,1
53e9a52bb7602d9702e4b098,02776715,1.99,0,1
53e9a52bb7602d9702e4b1d0,13674803,7.84,0,0
53e9a52bb7602d9702e4c37a,00225193,1.93,0,1
53e9a52bb7602d9702e4d14c,13674803,7.84,0,0
53e9a52cb7602d9702e4fb82,13674811,7.84,0,0
53e9a52cb7602d9702e50608,10505164,1.93,0,1
53e9a52cb7602d9702e5136e,13674811,7.84,0,0
53e9a52cb7602d9702e514e6,10970258,1.99,0,1
53e9a532b7602d9702e54083,13674803,7.84,0,0
53e9a533b7602d9702e557b5,13674811,7.84,0,0
53e9a533b7602d9702e55890,03032647,1.61,1,2
53e9a533b7602d9702e564f0,03032647,1.61,1,2
53e9a533b7602d9702e56e2d,13674811,7.84,0,0
53e9a533b7602d9702e58ba5,13674803,7.84,0,0
53e9a533b7602d9702e58d0d,13674803,7.84,0,0
53e9a533b7602d9702e58dd9,13674811,7.84,0,0
53e9a533b7602d9702e59328,15205711,0.77,2,5
53e9a539b7602d9702e597e2,14321270,0.49,3,7
53e9a539b7602d9702e5a4d9,13674811,7.84,0,0
53e9a539b7602d9702e5a761,00225193,1.93,0,1
53e9a539b7602d9702e5ab01,02776715,1.99,0,1
53e9a539b7602d9702e5bb6a,10958541,1.93,0,1
53e9a539b7602d9702e5cc06,13674803,7.84,0,0
53e9a539b7602d9702e5d9c1,14358921,0.91,2,4
53e9a539b7602d9702e5e512,13674803,7.84,0,0
53e9a539b7602d9702e5efc8,14654644,1.69,0,1
53e9a53ab7602d9702e5f27e,0006341X,1.5,1,2
53e9a53fb7602d9702e61a6d,02776715,1.99,0,1
53e9a53fb7602d9702e6222c,02776715,1.99,0,1
53e9a540b7602d9702e62bd7,13674803,7.84,0,0
53e9a540b7602d9702e64ff1,13674803,7.84,0,0
53e9a540b7602d9702e65923,03032647,1.61,1,2
53e9a540b7602d9702e670b9,13674811,7.84,0,0
53e9a540b7602d9702e67fb9,02776715,1.99,0,1
53e9a546b7602d9702e687aa,13674811,7.84,0,0
53e9a546b7602d9702e6881c,02776715,1.99,0,1
53e9a546b7602d9702e688fc,15446115,0.86,2,5
53e9a547b7602d9702e68f2d,13674803,7.84,0,0
53e9a547b7602d9702e6a32c,13674811,7.84,0,0
53e9a547b7602d9702e6b627,13674803,7.84,0,0
53e9a547b7602d9702e6d1eb,13674803,7.84,0,0
53e9a547b7602d9702e6d9c5,13674811,7.84,0,0
53e9a547b7602d9702e6db79,13674811,7.84,0,0
53e9a547b7602d9702e6e0e8,15329356,0.67,3,6
53e9a547b7602d9702e6e552,03032647,1.61,1,2
53e9a547b7602d9702e6e96a,00225193,1.93,0,1
53e9a547b7602d9702e6f072,10543406,0.77,2,5
53e9a54eb7602d9702e70cc0,13674811,7.84,0,0
53e9a54eb7602d9702e742f6,13674811,7.84,0,0
53e9a54eb7602d9702e75676,00225193,1.93,0,1
53e9a54eb7602d9702e76507,02776715,1.99,0,1
53e9a554b7602d9702e77180,13674803,7.84,0,0
53e9a554b7602d9702e78ff0,13674811,7.84,0,0
53e9a554b7602d9702e7959d,0006341X,1.5,1,2
53e9a554b7602d9702e7962d,13674811,7.84,0,0
53e9a554b7602d9702e7a1d7,15205711,0.77,2,5
53e9a554b7602d9702e7a45d,13674811,7.84,0,0
53e9a555b7602d9702e7b4ec,13674811,7.84,0,0
53e9a555b7602d9702e7df02,13674803,7.84,0,0
53e9a55bb7602d9702e7edf6,1435926X,0.84,2,5
53e9a55bb7602d9702e7f247,13674803,7.84,0,0
53e9a55cb7602d9702e811a3,13674811,7.84,0,0
53e9a55cb7602d9702e817eb,00255564,1.58,1,2
53e9a55cb7602d9702e81fc5,00225193,1.93,0,1
53e9a55cb7602d9702e82a93,13674803,7.84,0,0
53e9a55cb7602d9702e82cf2,13674811,7.84,0,0
53e9a55cb7602d9702e8335f,15372693,1.06,1,3
53e9a562b7602d9702e85700,15446115,0.86,2,5
53e9a562b7602d9702e85944,0006341X,1.5,1,2
53e9a562b7602d9702e85ad5,13674803,7.84,0,0
53e9a562b7602d9702e85b79,00255564,1.58,1,2
53e9a562b7602d9702e86e62,15729230,0.7,3,6
53e9a562b7602d9702e87088,13674811,7.84,0,0
53e9a562b7602d9702e88b2c,13674803,7.84,0,0
53e9a562b7602d9702e88b42,0006341X,1.5,1,2
53e9a562b7602d9702e88fb4,13674811,7.84,0,0
53e9a562b7602d9702e8a84b,13674811,7.84,0,0
53e9a563b7602d9702e8c6a7,15391612,1.11,1,3
53e9a569b7602d9702e8cba7,03032647,1.61,1,2
53e9a569b7602d9702e8cbbe,00255564,1.58,1,2
53e9a569b7602d9702e8e768,15410420,1.5,1,2
53e9a569b7602d9702e8f32e,15410420,1.5,1,2
53e9a569b7602d9702e8f40c,02776715,1.99,0,1
53e9a569b7602d9702e8fb60,10970258,1.99,0,1
53e9a569b7602d9702e90160,13674811,7.84,0,0
53e9a569b7602d9702e92445,13674803,7.84,0,0
53e9a569b7602d9702e92a70,14358921,0.91,2,4
53e9a569b7602d9702e92ac7,00255564,1.58,1,2
53e9a569b7602d9702e9398f,0006341X,1.5,1,2
53e9a569b7602d9702e93dfe,15446115,0.86,2,5
53e9a56fb7602d9702e94497,13674803,7.84,0,0
53e9a570b7602d9702e951fe,0006341X,1.5,1,2
53e9a570b7602d9702e95645,02776715,1.99,0,1
53e9a570b7602d9702e976a0,01679473,1.54,1,2
53e9a570b7602d9702e97711,1435926X,0.84,2,5
53e9a570b7602d9702e9a348,13674803,7.84,0,0
53e9a570b7602d9702e9a4db,1435926X,0.84,2,5
53e9a576b7602d9702e9b87b,00225193,1.93,0,1
53e9a576b7602d9702e9d0ca,13674803,7.84,0,0
53e9a576b7602d9702e9dc7a,13674811,7.84,0,0
53e9a576b7602d9702e9dd75,13674811,7.84,0,0
53e9a576b7602d9702e9ddab,00255564,1.58,1,2
53e9a576b7602d9702e9e0f0,13674811,7.84,0,0
53e9a576b7602d9702e9f38b,02776715,1.99,0,1
53e9a576b7602d9702e9f72d,15205711,0.77,2,5
53e9a576b7602d9702e9f868,13674811,7.84,0,0
53e9a576b7602d9702ea000b,13674811,7.84,0,0
53e9a577b7602d9702ea17fa,13674811,7.84,0,0
53e9a577b7602d9702ea221e,13674811,7.84,0,0
53e9a57cb7602d9702ea33bf,03032647,1.61,1,2
53e9a57cb7602d9702ea3933,13674811,7.84,0,0
53e9a57cb7602d9702ea4dcb,13674811,7.84,0,0
53e9a57cb7602d9702ea4ef5,13674803,7.84,0,0
53e9a57db7602d9702ea83a6,13674811,7.84,0,0
53e9a57db7602d9702ea8f23,13674811,7.84,0,0
53e9a57db7602d9702ea97fc,0047259X,1.05,2,4
53e9a57db7602d9702ea9e34,03032647,1.61,1,2
53e9a584b7602d9702eaa949,13674803,7.84,0,0
53e9a584b7602d9702eaaad7,13674803,7.84,0,0
53e9a584b7602d9702eac133,15729230,0.7,3,6
53e9a584b7602d9702ead998,13674803,7.84,0,0
53e9a584b7602d9702eade70,00255564,1.58,1,2
53e9a584b7602d9702eaef58,13674811,7.84,0,0
53e9a584b7602d9702eaf4e9,13674811,7.84,0,0
53e9a584b7602d9702eb0692,15410420,1.5,1,2
53e9a584b7602d9702eb0ed2,00255564,1.58,1,2
53e9a58cb7602d9702eb65ef,15391604,1.11,1,3
53e9a58cb7602d9702eb6d44,13674811,7.84,0,0
53e9a593b7602d9702eb9a39,13674811,7.84,0,0
53e9a593b7602d9702eb9d1a,13674811,7.84,0,0
53e9a593b7602d9702eb9d44,13674811,7.84,0,0
53e9a593b7602d9702eba681,13674811,7.84,0,0
53e9a593b7602d9702ebae79,14654644,1.69,0,1
53e9a593b7602d9702ebaeb0,13674811,7.84,0,0
53e9a593b7602d9702ebca74,03032647,1.61,1,2
53e9a594b7602d9702ebe1a6,15205711,0.77,2,5
53e9a59ab7602d9702ec0786,0006341X,1.5,1,2
53e9a59bb7602d9702ec18f6,14322064,1.91,0,1
53e9a59bb7602d9702ec23a4,00225193,1.93,0,1
53e9a59bb7602d9702ec2938,13674803,7.84,0,0
53e9a59bb7602d9702ec3491,14654644,1.69,0,1
53e9a59bb7602d9702ec4fab,15372693,1.06,1,3
53e9a59bb7602d9702ec52f4,13674803,7.84,0,0
53e9a59bb7602d9702ec5ebd,00071102,4.62,0,0
53e9a59bb7602d9702ec723d,13674803,7.84,0,0
53e9a5a1b7602d9702ec87af,02776715,1.99,0,1
53e9a5a1b7602d9702eca00c,0006341X,1.5,1,2
53e9a5a1b7602d9702eca341,14317613,1.44,1,2
53e9a5a1b7602d9702ecdba2,03032647,1.61,1,2
53e9a5a1b7602d9702ecdcc8,00225193,1.93,0,1
53e9a5a1b7602d9702ecdfd9,13674803,7.84,0,0
53e9a5a8b7602d9702ecea9f,02776715,1.99,0,1
53e9a5a8b7602d9702ed0088,14322064,1.91,0,1
53e9a5a8b7602d9702ed00fc,13674811,7.84,0,0
53e9a5a8b7602d9702ed3c26,13674811,7.84,0,0
53e9a5a8b7602d9702ed453b,02776715,1.99,0,1
53e9a5a8b7602d9702ed4633,0006341X,1.5,1,2
53e9a5a8b7602d9702ed4937,13674811,7.84,0,0
53e9a5a8b7602d9702ed5708,13674811,7.84,0,0
53e9a5a8b7602d9702ed58c8,1435926X,0.84,2,5
53e9a5afb7602d9702ed6169,13674803,7.84,0,0
53e9a5afb7602d9702ed61b7,02776715,1.99,0,1
53e9a5afb7602d9702ed68cd,00255564,1.58,1,2
53e9a5afb7602d9702ed6dfb,13674803,7.84,0,0
53e9a5afb7602d9702ed7e51,15410420,1.5,1,2
53e9a5afb7602d9702ed8965,13674811,7.84,0,0
53e9a5afb7602d9702ed8a6c,10958541,1.93,0,1
53e9a5afb7602d9702ed8ae4,13674811,7.84,0,0
53e9a5afb7602d9702ed9191,15574679,0.97,2,4
53e9a5afb7602d9702ed9b18,01679473,1.54,1,2
53e9a5afb7602d9702edbe6a,00225193,1.93,0,1
53e9a5afb7602d9702edd1c4,0006341X,1.5,1,2
53e9a5b6b7602d9702ede6e5,13674811,7.84,0,0
53e9a5b6b7602d9702edf9f3,15410420,1.5,1,2
53e9a5b7b7602d9702ee0a7f,14358921,0.91,2,4
53e9a5b7b7602d9702ee2ac7,13674803,7.84,0,0
53e9a5b7b7602d9702ee3b27,13674803,7.84,0,0
53e9a5b7b7602d9702ee3ca0,13674811,7.84,0,0
53e9a5b7b7602d9702ee3e71,0006341X,1.5,1,2
53e9a5b7b7602d9702ee42ac,14322064,1.91,0,1
53e9a5b7b7602d9702ee46d4,13674803,7.84,0,0
53e9a5beb7602d9702ee4c1a,13674811,7.84,0,0
53e9a5beb7602d9702ee4ee3,15372693,1.06,1,3
53e9a5beb7602d9702ee52ba,13674803,7.84,0,0
53e9a5beb7602d9702ee5bf8,03032647,1.61,1,2
53e9a5beb7602d9702ee68a1,1435926X,0.84,2,5
53e9a5beb7602d9702ee6a30,02776715,1.99,0,1
53e9a5beb7602d9702ee7746,1613981X,0.68,3,6
53e9a5beb7602d9702ee7d49,15729230,0.7,3,6
53e9a5beb7602d9702ee9510,00255564,1.58,1,2
53e9a5beb7602d9702ee994f,02776715,1.99,0,1
53e9a5beb7602d9702ee9cca,13674803,7.84,0,0
53e9a5beb7602d9702eea189,15391612,1.11,1,3
53e9a5beb7602d9702eea312,02776715,1.99,0,1
53e9a5beb7602d9702eea399,13674811,7.84,0,0
53e9a5beb7602d9702eeac51,13674811,7.84,0,0
53e9a5beb7602d9702eeae8b,02776715,1.99,0,1
53e9a5beb7602d9702eeb390,02776715,1.99,0,1
53e9a5beb7602d9702eeb6d5,10543406,0.77,2,5
53e9a5c5b7602d9702eec2ed,02776715,1.99,0,1
53e9a5c5b7602d9702eed0c9,02776715,1.99,0,1
53e9a5c5b7602d9702eed313,13674811,7.84,0,0
53e9a5c5b7602d9702eedd8d,13674803,7.84,0,0
53e9a5c5b7602d9702eee777,13674803,7.84,0,0
53e9a5c5b7602d9702ef01ca,03032647,1.61,1,2
53e9a5c5b7602d9702ef0db2,13674811,7.84,0,0
53e9a5c5b7602d9702ef0e3d,02776715,1.99,0,1
53e9a5c6b7602d9702ef2ad9,13674803,7.84,0,0
53e9a5ccb7602d9702ef3439,13674811,7.84,0,0
53e9a5ccb7602d9702ef37fb,13674811,7.84,0,0
53e9a5ccb7602d9702ef47a7,15324435,4.56,0,0
53e9a5ccb7602d9702ef4821,13674811,7.84,0,0
53e9a5ccb7602d9702ef4c35,10970258,1.99,0,1
53e9a5ccb7602d9702ef4e23,15487660,16.32,0,0
53e9a5ccb7602d9702ef4e86,00225193,1.93,0,1
53e9a5cdb7602d9702ef58c9,03032647,1.61,1,2
53e9a5cdb7602d9702ef5f66,15410420,1.5,1,2
53e9a5cdb7602d9702ef73c6,13674811,7.84,0,0
53e9a5d3b7602d9702efa8d5,13674803,7.84,0,0
53e9a5d3b7602d9702efb1c9,13674803,7.84,0,0
53e9a5d3b7602d9702efcb29,1435926X,0.84,2,5
53e9a5d3b7602d9702efdc2b,13674803,7.84,0,0
53e9a5d3b7602d9702efdf5c,00255564,1.58,1,2
53e9a5d3b7602d9702efe6cf,13674803,7.84,0,0
53e9a5d3b7602d9702efeec0,0006341X,1.5,1,2
53e9a5d3b7602d9702effd90,13674803,7.84,0,0
53e9a5d3b7602d9702f007d2,13674811,7.84,0,0
53e9a5d3b7602d9702f00f7b,13674811,7.84,0,0
53e9a5dab7602d9702f01e50,00255564,1.58,1,2
53e9a5dab7602d9702f021cc,15446115,0.86,2,5
53e9a5dbb7602d9702f0396d,0006341X,1.5,1,2
53e9a5dbb7602d9702f062e8,1613981X,0.68,3,6
53e9a5dbb7602d9702f06785,02776715,1.99,0,1
53e9a5dbb7602d9702f06d36,03032647,1.61,1,2
53e9a5dbb7602d9702f07283,13674811,7.84,0,0
53e9a5dbb7602d9702f09184,13674803,7.84,0,0
53e9a5e1b7602d9702f09a10,02776715,1.99,0,1
53e9a5e1b7602d9702f0a5e8,13674811,7.84,0,0
53e9a5e2b7602d9702f0aed2,13674803,7.84,0,0
53e9a5e2b7602d9702f0b13c,13674811,7.84,0,0
53e9a5e2b7602d9702f0c3c1,14322064,1.91,0,1
53e9a5e2b7602d9702f0c518,02776715,1.99,0,1
53e9a5e9b7602d9702f10f0b,02776715,1.99,0,1
53e9a5e9b7602d9702f10f44,13674811,7.84,0,0
53e9a5e9b7602d9702f11535,13674811,7.84,0,0
53e9a5e9b7602d9702f11923,10970258,1.99,0,1
53e9a5e9b7602d9702f11ce1,02776715,1.99,0,1
53e9a5e9b7602d9702f122d2,14684357,1.69,0,1
53e9a5e9b7602d9702f124fa,13674803,7.84,0,0
53e9a5e9b7602d9702f12a51,03032647,1.61,1,2
53e9a5e9b7602d9702f13157,02776715,1.99,0,1
53e9a5e9b7602d9702f149e5,13674811,7.84,0,0
53e9a5e9b7602d9702f14ed3,02776715,1.99,0,1
53e9a5e9b7602d9702f15042,13674811,7.84,0,0
53e9a5e9b7602d9702f171fc,02776715,1.99,0,1
53e9a5efb7602d9702f18adf,15410420,1.5,1,2
53e9a5efb7602d9702f18b31,02776715,1.99,0,1
53e9a5efb7602d9702f18fdd,13674811,7.84,0,0
53e9a5efb7602d9702f1968c,13674811,7.84,0,0
53e9a5f0b7602d9702f19f44,13674803,7.84,0,0
53e9a5f0b7602d9702f1b9b7,00255564,1.58,1,2
53e9a5f0b7602d9702f1d8be,13674811,7.84,0,0
53e9a5f0b7602d9702f1df1c,0006341X,1.5,1,2
53e9a5f0b7602d9702f1e954,02776715,1.99,0,1
53e9a5f6b7602d9702f204dc,13674811,7.84,0,0
53e9a5f6b7602d9702f20c47,13674811,7.84,0,0
53e9a5f6b7602d9702f20ce3,13674803,7.84,0,0
53e9a5f6b7602d9702f20e96,13674811,7.84,0,0
53e9a5f6b7602d9702f21a0d,03032647,1.61,1,2
53e9a5f6b7602d9702f21a7d,02776715,1.99,0,1
53e9a5f6b7602d9702f22604,0006341X,1.5,1,2
53e9a5f6b7602d9702f250d0,00255564,1.58,1,2
53e9a5f6b7602d9702f25418,0006341X,1.5,1,2
53e9a5f6b7602d9702f25da5,13674811,7.84,0,0
53e9a5f6b7602d9702f25ea7,13674803,7.84,0,0
53e9a5f6b7602d9702f2679a,13674803,7.84,0,0
53e9a5fdb7602d9702f28519,10970258,1.99,0,1
53e9a5fdb7602d9702f28d6f,00255564,1.58,1,2
53e9a5fdb7602d9702f291b4,02776715,1.99,0,1
53e9a5fdb7602d9702f2a6a4,00255564,1.58,1,2
53e9a5fdb7602d9702f2beaa,0006341X,1.5,1,2
53e9a5fdb7602d9702f2c64e,15214036,1.02,2,4
53e9a5fdb7602d9702f2c74b,14321270,0.49,3,7
53e9a5fdb7602d9702f2cf0c,13674811,7.84,0,0
53e9a5fdb7602d9702f2d270,0006341X,1.5,1,2
53e9a5fdb7602d9702f2d946,19326157,1.81,0,1
53e9a5fdb7602d9702f2d958,13674803,7.84,0,0
53e9a603b7602d9702f2de06,13674803,7.84,0,0
53e9a603b7602d9702f2e235,13674811,7.84,0,0
53e9a603b7602d9702f2eaca,15410420,1.5,1,2
53e9a603b7602d9702f2f5cf,0006341X,1.5,1,2
53e9a603b7602d9702f2fa6e,03032647,1.61,1,2
53e9a603b7602d9702f2fcd3,0006341X,1.5,1,2
53e9a603b7602d9702f30d82,13674811,7.84,0,0
53e9a603b7602d9702f31a8b,15410420,1.5,1,2
53e9a603b7602d9702f32f14,14684357,1.69,0,1
53e9a603b7602d9702f34e1b,13674811,7.84,0,0
53e9a609b7602d9702f35622,03032647,1.61,1,2
53e9a60ab7602d9702f386b5,02776715,1.99,0,1
53e9a60ab7602d9702f38911,02776715,1.99,0,1
53e9a60ab7602d9702f3911b,13674803,7.84,0,0
53e9a60ab7602d9702f3995f,00225193,1.93,0,1
53e9a60ab7602d9702f3b34d,13674811,7.84,0,0
53e9a60ab7602d9702f3ba4e,14322064,1.91,0,1
53e9a60ab7602d9702f3c270,02776715,1.99,0,1
53e9a610b7602d9702f3d15a,17518121,1.74,0,1
53e9a610b7602d9702f3d2f5,02776715,1.99,0,1
53e9a611b7602d9702f3db9b,13674811,7.84,0,0
53e9a611b7602d9702f3e4f8,13674803,7.84,0,0
53e9a611b7602d9702f3f890,02776715,1.99,0,1
53e9a611b7602d9702f3f89c,13674811,7.84,0,0
53e9a611b7602d9702f3fc3c,13674811,7.84,0,0
53e9a611b7602d9702f3fd24,13674803,7.84,0,0
53e9a611b7602d9702f403a7,13674811,7.84,0,0
53e9a611b7602d9702f405aa,0006341X,1.5,1,2
53e9a611b7602d9702f417ef,0006341X,1.5,1,2
53e9a611b7602d9702f41a0e,01679473,1.54,1,2
53e9a611b7602d9702f42ebe,03032647,1.61,1,2
53e9a611b7602d9702f438ec,13674803,7.84,0,0
