id,issn,citescore,rank5,rank10
53e998fdb7602d970213d251,13674811,7.84,0,0
53e998fdb7602d970213d579,13674811,7.84,0,0
53e998fdb7602d970213e6a6,00255564,1.58,1,2
53e998fdb7602d970213e8b2,02776715,1.99,0,1
53e99905b7602d970213f710,13674811,7.84,0,0
53e99905b7602d970213f9bf,0006341X,1.5,1,2
53e99905b7602d9702140012,00225193,1.93,0,1
53e99905b7602d9702140986,03032647,1.61,1,2
53e99905b7602d9702140ee2,13674803,7.84,0,0
53e99905b7602d970214214b,18770541,0.88,2,4
53e99905b7602d97021435cf,15205711,0.77,2,5
53e99905b7602d9702143f24,13674803,7.84,0,0
53e99905b7602d9702144374,13674803,7.84,0,0
53e99905b7602d97021455da,13674811,7.84,0,0
53e99905b7602d97021457c5,00255564,1.58,1,2
53e99905b7602d9702145ae8,01677152,0.64,3,6
53e9990db7602d9702147949,13674811,7.84,0,0
53e9990db7602d97021493a6,02776715,1.99,0,1
53e9990db7602d9702149838,03032647,1.61,1,2
53e9990db7602d97021499ad,0006341X,1.5,1,2
53e9990db7602d970214a4e9,14317613,1.44,1,2
53e9990db7602d970214cb4d,10543406,0.77,2,5
53e9990db7602d970214d6c0,13674803,7.84,0,0
53e99915b7602d970214d961,13674803,7.84,0,0
53e99915b7602d970214df97,02776715,1.99,0,1
53e99915b7602d970214e111,13674803,7.84,0,0
53e99915b7602d970214e383,13674811,7.84,0,0
53e99915b7602d970214e3d0,15205711,0.77,2,5
53e99915b7602d970214f59f,13674811,7.84,0,0
53e99915b7602d9702150b76,0006341X,1.5,1,2
53e99915b7602d970215167f,00255564,1.58,1,2
53e99915b7602d9702151d7c,13674803,7.84,0,0
53e99915b7602d9702153945,13674803,7.84,0,0
53e99915b7602d9702153c14,13674803,7.84,0,0
53e99915b7602d97021545d1,14684357,1.69,0,1
53e99915b7602d9702154744,03032647,1.61,1,2
53e99915b7602d9702154bc2,00255564,1.58,1,2
53e9991cb7602d9702154e5d,13674811,7.84,0,0
53e9991cb7602d9702157c72,10970258,1.99,0,1
53e9991cb7602d9702159343,14358921,0.91,2,4
53e9991db7602d970215bde6,13674811,7.84,0,0
53e99924b7602d970215d51d,00255564,1.58,1,2
53e99924b7602d970215e742,00225193,1.93,0,1
53e9a089b7602d970296fee0,13674803,7.84,0,0
53e9a089b7602d9702970f76,13674803,7.84,0,0
53e9a089b7602d9702971314,0006341X,1.5,1,2
53e9a089b7602d97029717bd,14654644,1.69,0,1
53e9a089b7602d9702971f23,02776715,1.99,0,1
53e9a089b7602d9702972264,13674811,7.84,0,0
53e9a089b7602d9702972c6a,14358921,0.91,2,4
53e9a089b7602d9702972d6e,03032647,1.61,1,2
53e9a089b7602d9702973054,13674811,7.84,0,0
53e9a08ab7602d9702974b76,15410420,1.5,1,2
53e9a091b7602d9702976a42,13674811,7.84,0,0
53e9a091b7602d9702976ef7,13674811,7.84,0,0
53e9a091b7602d97029787b5,02776715,1.99,0,1
53e9a091b7602d9702978b91,0006341X,1.5,1,2
53e9a091b7602d9702978d76,13674811,7.84,0,0
53e9a091b7602d9702978da0,10958541,1.93,0,1
53e9a091b7602d9702979079,13674811,7.84,0,0
53e9a091b7602d970297988b,13674811,7.84,0,0
53e9a091b7602d970297a2aa,03032647,1.61,1,2
53e9a091b7602d970297a452,13674803,7.84,0,0
53e9a091b7602d970297aa0d,14322064,1.91,0,1
53e9a091b7602d970297c233,00255564,1.58,1,2
53e9a098b7602d970297cb15,00225193,1.93,0,1
53e9a098b7602d970297d1e6,10543406,0.77,2,5
53e9a098b7602d970297d50f,03032647,1.61,1,2
53e9a098b7602d970297e085,13674811,7.84,0,0
53e9a098b7602d970297e87e,13674803,7.84,0,0
53e9a098b7602d970297f3f2,13674811,7.84,0,0
53e9a098b7602d9702980cf0,13674803,7.84,0,0
53e9a098b7602d9702980dc4,0006341X,1.5,1,2
53e9a098b7602d970298103f,00255564,1.58,1,2
53e9a098b7602d9702981217,02776715,1.99,0,1
53e9a098b7602d9702981313,02776715,1.99,0,1
53e9a098b7602d9702981717,13528505,0.77,2,5
53e9a099b7602d97029829cc,10543406,0.77,2,5
53e9a099b7602d97029830b5,03032647,1.61,1,2
53e9a099b7602d970298354a,21530793,1.06,1,3
53e9a09eb7602d9702984804,00031305,2.58,0,0
53e9a09eb7602d97029849f4,13674811,7.84,0,0
53e9a09eb7602d9702984d9f,13674811,7.84,0,0
53e9a09fb7602d970298527c,13674811,7.84,0,0
53e9a09fb7602d970298638f,02776715,1.99,0,1
53e9a09fb7602d9702988907,13674803,7.84,0,0
53e9a09fb7602d97029897d0,0006341X,1.5,1,2
53e9a09fb7602d9702989c03,15410420,1.5,1,2
53e9a09fb7602d9702989fc0,13674803,7.84,0,0
53e9a0a5b7602d970298bd82,1435926X,0.84,2,5
53e9a0a5b7602d970298cbd8,14322064,1.91,0,1
53e9a0a6b7602d970298d6d5,13674803,7.84,0,0
53e9a0a6b7602d970298d7ad,13674803,7.84,0,0
53e9a0a6b7602d970298d9d3,15729230,0.7,3,6
53e9a0a6b7602d970298e279,00225193,1.93,0,1
53e9a0a6b7602d970298f82e,10543406,0.77,2,5
53e9a0a6b7602d9702990548,02776715,1.99,0,1
53e9a0a6b7602d97029906ec,13674811,7.84,0,0
53e9a0a6b7602d97029911f3,14654644,1.69,0,1
53e9a0a6b7602d9702991589,10543406,0.77,2,5
53e9a0adb7602d9702993a13,13674803,7.84,0,0
53e9a0adb7602d9702993d0e,02776715,1.99,0,1
53e9a0adb7602d9702994d27,13674803,7.84,0,0
53e9a0adb7602d9702995dac,14358921,0.91,2,4
53e9a0adb7602d9702995f82,03032647,1.61,1,2
53e9a0adb7602d9702996933,13674811,7.84,0,0
53e9a0adb7602d97029971b2,02776715,1.99,0,1
53e9a0adb7602d9702997410,10543406,0.77,2,5
53e9a0b4b7602d970299a0af,1435926X,0.84,2,5
53e9a0b4b7602d970299b0fa,00255564,1.58,1,2
53e9a0b5b7602d970299d3a0,14654644,1.69,0,1
53e9a0b5b7602d970299e514,0006341X,1.5,1,2
53e9a0b5b7602d970299edeb,03032647,1.61,1,2
53e9a0b5b7602d970299ff00,13674803,7.84,0,0
53e9a0b5b7602d97029a0d7d,15410420,1.5,1,2
53e9a0bbb7602d97029a0f0f,00255564,1.58,1,2
53e9a0bbb7602d97029a1da6,02776715,1.99,0,1
53e9a0bbb7602d97029a22fb,0006341X,1.5,1,2
53e9a0bbb7602d97029a34c8,01621459,2.16,0,0
53e9a0bbb7602d97029a6a97,13674811,7.84,0,0
53e9a0bcb7602d97029a7a86,00255564,1.58,1,2
53e9a0c2b7602d97029a851c,10958541,1.93,0,1
53e9a0c2b7602d97029a86d5,13674811,7.84,0,0
53e9a0c2b7602d97029a9856,02776715,1.99,0,1
53e9a0c3b7602d97029ac01c,1613981X,0.68,3,6
53e9a0c3b7602d97029ac58e,13674803,7.84,0,0
53e9a0c3b7602d97029ad025,19387989,0.35,4,8
53e9a0c3b7602d97029ad1a4,0006341X,1.5,1,2
53e9a0c3b7602d97029adc1a,13674811,7.84,0,0
53e9a0c3b7602d97029ade75,02776715,1.99,0,1
53e9a0c9b7602d97029b0f70,13674811,7.84,0,0
53e9a0c9b7602d97029b147d,02776715,1.99,0,1
53e9a0cab7602d97029b3ce6,13674811,7.84,0,0
53e9a0d1b7602d97029b80ed,1435926X,0.84,2,5
53e9a0d1b7602d97029b8425,10543406,0.77,2,5
53e9a0d1b7602d97029b8490,1435926X,0.84,2,5
53e9a0d1b7602d97029b8c64,02776715,1.99,0,1
53e9a0d1b7602d97029ba33e,00255564,1.58,1,2
53e9a0d1b7602d97029bacb5,13674803,7.84,0,0
53e9a0d1b7602d97029bb0a1,02776715,1.99,0,1
53e9a0d1b7602d97029bbbdc,14679469,1.09,1,3
53e9a0d2b7602d97029bcb6b,02776715,1.99,0,1
53e9a0d2b7602d97029bd34d,14358921,0.91,2,4
53e9a0d2b7602d97029bde12,02776715,1.99,0,1
53e9a0d2b7602d97029bde47,02776715,1.99,0,1
53e9a0d8b7602d97029be68f,0006341X,1.5,1,2
53e9a0d8b7602d97029be828,13674803,7.84,0,0
53e9a0d8b7602d97029beddd,13674803,7.84,0,0
53e9a0d8b7602d97029bfac4,01621459,2.16,0,0
53e9a0d8b7602d97029bff74,15205711,0.77,2,5
53e9a0d9b7602d97029c357f,01679473,1.54,1,2
53e9a0d9b7602d97029c5421,00255564,1.58,1,2
53e9a0dfb7602d97029c618b,03032647,1.61,1,2
53e9a0dfb7602d97029c6201,14358921,0.91,2,4
53e9a0dfb7602d97029c6760,17518121,1.74,0,1
53e9a0dfb7602d97029c6cff,13674811,7.84,0,0
53e9a0dfb7602d97029ca517,00255564,1.58,1,2
53e9a0e0b7602d97029ccb5e,13674811,7.84,0,0
53e9a0e0b7602d97029ccb9b,02776715,1.99,0,1
53e9a0e6b7602d97029cd228,00255564,1.58,1,2
53e9a0e6b7602d97029d268a,00255564,1.58,1,2
53e9a0e7b7602d97029d3989,13674811,7.84,0,0
53e9a0eeb7602d97029d6659,00225193,1.93,0,1
53e9a0eeb7602d97029d7d4d,13674811,7.84,0,0
53e9a0eeb7602d97029d92d0,13674811,7.84,0,0
53e9a0eeb7602d97029d969f,15733009,0.77,2,5
53e9a0eeb7602d97029d9dae,0006341X,1.5,1,2
53e9a0eeb7602d97029db60f,13674811,7.84,0,0
53e9a0f3b7602d97029dbfc1,15205711,0.77,2,5
53e9a0f3b7602d97029dcefc,13674811,7.84,0,0
53e9a0f3b7602d97029dd11a,13674811,7.84,0,0
53e9a0f3b7602d97029dd482,13674811,7.84,0,0
53e9a0f4b7602d97029ddcbf,10543406,0.77,2,5
53e9a0f4b7602d97029ddcf2,13674811,7.84,0,0
53e9a0f4b7602d97029de0f7,15737845,1.07,1,3
53e9a0f4b7602d97029ded8d,03032647,1.61,1,2
53e9a0f4b7602d97029dfde0,14654644,1.69,0,1
53e9a0f4b7602d97029e11a6,02776715,1.99,0,1
53e9a0f4b7602d97029e1341,13674811,7.84,0,0
53e9a0f4b7602d97029e190b,13674803,7.84,0,0
53e9a0fbb7602d97029e3312,03032647,1.61,1,2
53e9a0fbb7602d97029e4892,00255564,1.58,1,2
53e9a0fbb7602d97029e4db4,00255564,1.58,1,2
53e9a0fbb7602d97029e5419,13674811,7.84,0,0
53e9a0fbb7602d97029e6100,02776715,1.99,0,1
53e9a0fbb7602d97029e625d,0006341X,1.5,1,2
53e9a0fbb7602d97029e73e6,18638279,1.02,2,4
53e9a0fbb7602d97029e8727,01679473,1.54,1,2
53e9a0fcb7602d97029e95c0,13674811,7.84,0,0
53e9a101b7602d97029ea5b9,13674811,7.84,0,0
53e9a101b7602d97029ea840,03032647,1.61,1,2
53e9a101b7602d97029eaf20,00255564,1.58,1,2
53e9a101b7602d97029eb0b2,02776715,1.99,0,1
53e9a101b7602d97029eb4d2,02776715,1.99,0,1
53e9a101b7602d97029eb9d5,0006341X,1.5,1,2
53e9a102b7602d97029edc9c,03032647,1.61,1,2
53e9a102b7602d97029eefd0,13674811,7.84,0,0
53e9a102b7602d97029ef202,13674811,7.84,0,0
53e9a102b7602d97029ef35c,13674803,7.84,0,0
53e9a102b7602d97029ef3d2,03032647,1.61,1,2
53e9a102b7602d97029effc2,13674811,7.84,0,0
53e9a102b7602d97029f09a3,13674803,7.84,0,0
53e9a102b7602d97029f0ca5,13674811,7.84,0,0
53e9a107b7602d97029f1d43,13674811,7.84,0,0
53e9a107b7602d97029f1dc0,01679473,1.54,1,2
53e9a107b7602d97029f204d,13674811,7.84,0,0
53e9a107b7602d97029f28a5,13674811,7.84,0,0
53e9a107b7602d97029f35b4,13674811,7.84,0,0
53e9a108b7602d97029f3ad7,03783758,0.91,2,4
53e9a108b7602d97029f3b88,17518121,1.74,0,1
53e9a108b7602d97029f400d,13674811,7.84,0,0
53e9a108b7602d97029f455d,13674811,7.84,0,0
53e9a10db7602d97029f8e79,13674803,7.84,0,0
53e9a10db7602d97029f9803,13674803,7.84,0,0
53e9a10db7602d97029fa606,13674811,7.84,0,0
53e9a10eb7602d97029fabae,15372693,1.06,1,3
53e9a10eb7602d97029fc76d,13674811,7.84,0,0
53e9a10eb7602d97029fcb33,1435926X,0.84,2,5
53e9a10eb7602d97029fd286,14322064,1.91,0,1
53e9a10eb7602d97029fe575,14684357,1.69,0,1
53e9a10eb7602d97029fea48,15410420,1.5,1,2
53e9a10eb7602d97029ff93a,13674803,7.84,0,0
53e9a10eb7602d97029ffaf2,02776715,1.99,0,1
53e9a10eb7602d97029ffcf9,15205711,0.77,2,5
53e9a113b7602d9702a001e9,10970258,1.99,0,1
53e9a113b7602d9702a01448,13674811,7.84,0,0
53e9a114b7602d9702a019a3,13674811,7.84,0,0
53e9a114b7602d9702a019a6,13674811,7.84,0,0
53e9a114b7602d9702a01a0b,13697412,4.35,0,0
53e9a114b7602d9702a0385d,02776715,1.99,0,1
53e9a114b7602d9702a03fd9,14358921,0.91,2,4
53e9a114b7602d9702a044d1,13674811,7.84,0,0
53e9a114b7602d9702a055a0,13674811,7.84,0,0
53e9a114b7602d9702a05bec,00225193,1.93,0,1
53e9a114b7602d9702a05e09,13674803,7.84,0,0
53e9a114b7602d9702a05e2a,14322064,1.91,0,1
53e9a114b7602d9702a0671b,00225193,1.93,0,1
53e9a11bb7602d9702a089f4,13674811,7.84,0,0
53e9a11bb7602d9702a09d40,13674811,7.84,0,0
53e9a11bb7602d9702a0a2aa,13674803,7.84,0,0
53e9a11bb7602d9702a0aa54,02776715,1.99,0,1
53e9a11bb7602d9702a0bdad,02776715,1.99,0,1
53e9a11bb7602d9702a0d675,13674803,7.84,0,0
53e9a11bb7602d9702a0d7f4,13674803,7.84,0,0
53e9a11cb7602d9702a0e913,02776715,1.99,0,1
53e9a122b7602d9702a0f41b,03032647,1.61,1,2
53e9a122b7602d9702a100f7,13674811,7.84,0,0
53e9a122b7602d9702a10f52,13674811,7.84,0,0
53e9a122b7602d9702a121b2,14654644,1.69,0,1
53e9a123b7602d9702a13119,15205711,0.77,2,5
53e9a123b7602d9702a13927,13674811,7.84,0,0
53e9a123b7602d9702a1554b,13674803,7.84,0,0
53e9a123b7602d9702a15dd0,13674811,7.84,0,0
53e9a129b7602d9702a16db9,00225193,1.93,0,1
53e9a129b7602d9702a171e3,13674803,7.84,0,0
53e9a129b7602d9702a17370,01677152,0.64,3,6
